                        id                         | mediaobject_id |       mid        |                                      programurl                                      
 42174289                                          |       16874428 | POMS_VPRO_056229 | http://download.omroep.nl/vpro/42174289.mp3
 35713376                                          |       19708147 | POMS_VPRO_105779 | http://download.omroep.nl/vpro/35713376.mp3
 36346234                                          |       19764010 | POMS_VPRO_106206 | http://download.omroep.nl/vpro/36346234.mp3
 het_marathoninterview_2008_28_december_2007_uur_3 |        7050531 | POMS_VPRO_214265 | http://download.omroep.nl/vpro/het_marathoninterview_2008_28_december_2007_uur_3.mp3
 het_marathoninterview_2008_28_december_2007_uur_3 |       16872398 | POMS_VPRO_056030 | http://download.omroep.nl/vpro/het_marathoninterview_2008_28_december_2007_uur_3.mp3
 42170867                                          |       16874696 | POMS_VPRO_056267 | http://download.omroep.nl/vpro/42170867.mp3
 36898257                                          |       16875881 | POMS_VPRO_056419 | http://download.omroep.nl/vpro/36898257.mp3
 42193996                                          |       16874014 | POMS_VPRO_056170 | http://download.omroep.nl/vpro/42193996.mp3
 42180630                                          |       16874266 | POMS_VPRO_056206 | http://download.omroep.nl/vpro/42180630.mp3
 36346207                                          |        7116425 | POMS_VPRO_212756 | http://download.omroep.nl/vpro/36346207.mp3
 42196578                                          |       16873879 | POMS_VPRO_056151 | http://download.omroep.nl/vpro/42196578.mp3
 41127780                                          |       16874759 | POMS_VPRO_056276 | http://download.omroep.nl/vpro/41127780.mp3
 27687824                                          |       16872980 | POMS_VPRO_056074 | http://download.omroep.nl/vpro/27687824.mp3
 42193815                                          |       16874084 | POMS_VPRO_056180 | http://download.omroep.nl/vpro/42193815.mp3
 39792575                                          |       16872166 | POMS_VPRO_056001 | http://download.omroep.nl/vpro/39792575.mp3
 39810240                                          |       16872145 | POMS_VPRO_055998 | http://download.omroep.nl/vpro/39810240.mp3
 42201817                                          |        7147217 | POMS_VPRO_212139 | http://download.omroep.nl/vpro/42201817.mp3
 42201817                                          |       16873402 | POMS_VPRO_056113 | http://download.omroep.nl/vpro/42201817.mp3
 39847560                                          |       16872110 | POMS_VPRO_055993 | http://download.omroep.nl/vpro/39847560.mp3
 42195909                                          |       16873963 | POMS_VPRO_056163 | http://download.omroep.nl/vpro/42195909.mp3
 36898481                                          |       17606598 | POMS_VPRO_070717 | http://download.omroep.nl/vpro/36898481.mp3
 het_marathoninterview_2008_28_december_2007_uur_1 |        7050517 | POMS_VPRO_214266 | http://download.omroep.nl/vpro/het_marathoninterview_2008_28_december_2007_uur_1.mp3
 het_marathoninterview_2008_28_december_2007_uur_1 |       16872429 | POMS_VPRO_056032 | http://download.omroep.nl/vpro/het_marathoninterview_2008_28_december_2007_uur_1.mp3
 42205399                                          |       16873173 | POMS_VPRO_056085 | http://download.omroep.nl/vpro/42205399.mp3
 40879104                                          |       16875297 | POMS_VPRO_056352 | http://download.omroep.nl/vpro/40879104.mp3
 42170857                                          |       16874703 | POMS_VPRO_056268 | http://download.omroep.nl/vpro/42170857.mp3
 42205194                                          |       16873242 | POMS_VPRO_056091 | http://download.omroep.nl/vpro/42205194.mp3
 42196285                                          |       16873907 | POMS_VPRO_056155 | http://download.omroep.nl/vpro/42196285.mp3
 35721020                                          |        7091168 | POMS_VPRO_213392 | http://download.omroep.nl/vpro/35721020.mp3
 35721020                                          |       17611614 | POMS_VPRO_070902 | http://download.omroep.nl/vpro/35721020.mp3
 42196463                                          |       16873872 | POMS_VPRO_056150 | http://download.omroep.nl/vpro/42196463.mp3
 40879153                                          |       16875283 | POMS_VPRO_056350 | http://download.omroep.nl/vpro/40879153.mp3
 35818562                                          |       19743175 | POMS_VPRO_105810 | http://download.omroep.nl/vpro/35818562.mp3
 36718790                                          |       19876297 | POMS_VPRO_107588 | http://download.omroep.nl/vpro/36718790.mp3
 42170955                                          |       16874640 | POMS_VPRO_056259 | http://download.omroep.nl/vpro/42170955.mp3
 39859346                                          |       16875487 | POMS_VPRO_056376 | http://download.omroep.nl/vpro/39859346.mp3
 39827792                                          |       16872124 | POMS_VPRO_055995 | http://download.omroep.nl/vpro/39827792.mp3
 41198892                                          |       20548918 | POMS_VPRO_119957 | http://download.omroep.nl/vpro/41198892.mp3
 42199485                                          |       16873587 | POMS_VPRO_056125 | http://download.omroep.nl/vpro/42199485.mp3
 39588846                                          |       16875936 | POMS_VPRO_056426 | http://download.omroep.nl/vpro/39588846.mp3
 41129105                                          |       16875121 | POMS_VPRO_056327 | http://download.omroep.nl/vpro/41129105.mp3
 42179889                                          |        7084803 | POMS_VPRO_213627 | http://download.omroep.nl/vpro/42179889.mp3
 42179889                                          |       16874407 | POMS_VPRO_056226 | http://download.omroep.nl/vpro/42179889.mp3
 42199111                                          |       16873795 | POMS_VPRO_056139 | http://download.omroep.nl/vpro/42199111.mp3
 39588500                                          |        7114223 | POMS_VPRO_212063 | http://download.omroep.nl/vpro/39588500.mp3
 39588500                                          |       16876060 | POMS_VPRO_056440 | http://download.omroep.nl/vpro/39588500.mp3
 40875512                                          |       16875304 | POMS_VPRO_056353 | http://download.omroep.nl/vpro/40875512.mp3
 42179914                                          |        7084810 | POMS_VPRO_213626 | http://download.omroep.nl/vpro/42179914.mp3
 42179914                                          |       16874400 | POMS_VPRO_056225 | http://download.omroep.nl/vpro/42179914.mp3
 39859266                                          |       16875555 | POMS_VPRO_056383 | http://download.omroep.nl/vpro/39859266.mp3
 35387901                                          |       19349526 | POMS_VPRO_104690 | http://download.omroep.nl/vpro/35387901.mp3
 42173118                                          |        7085520 | POMS_VPRO_200474 | http://download.omroep.nl/vpro/42173118.mp3
 42173118                                          |       16874570 | POMS_VPRO_056249 | http://download.omroep.nl/vpro/42173118.mp3
 42228650                                          |       16990495 | POMS_VPRO_057953 | http://download.omroep.nl/vpro/42228650.mp3
 42193768                                          |       16874091 | POMS_VPRO_056181 | http://download.omroep.nl/vpro/42193768.mp3
 42173390                                          |        7085608 | POMS_VPRO_200068 | http://download.omroep.nl/vpro/42173390.mp3
 42173390                                          |       16874506 | POMS_VPRO_056240 | http://download.omroep.nl/vpro/42173390.mp3
 39860080                                          |       16874894 | POMS_VPRO_056295 | http://download.omroep.nl/vpro/39860080.mp3
 42199391                                          |       16873760 | POMS_VPRO_056134 | http://download.omroep.nl/vpro/42199391.mp3
 35387259                                          |        7090806 | POMS_VPRO_213394 | http://download.omroep.nl/vpro/35387259.mp3
 35388016                                          |       19375755 | POMS_VPRO_104736 | http://download.omroep.nl/vpro/35388016.mp3
 42199322                                          |       16873669 | POMS_VPRO_056130 | http://download.omroep.nl/vpro/42199322.mp3
 42215673                                          |       16872850 | POMS_VPRO_056068 | http://download.omroep.nl/vpro/42215673.mp3
 39588758                                          |       16875982 | POMS_VPRO_056431 | http://download.omroep.nl/vpro/39588758.mp3
 39792562                                          |       16872173 | POMS_VPRO_056002 | http://download.omroep.nl/vpro/39792562.mp3
 42196336                                          |       16873893 | POMS_VPRO_056153 | http://download.omroep.nl/vpro/42196336.mp3
 41127148                                          |       16875206 | POMS_VPRO_056339 | http://download.omroep.nl/vpro/41127148.mp3
 36345963                                          |        7117300 | POMS_VPRO_139694 | http://download.omroep.nl/vpro/36345963.mp3
 35713078                                          |       19694001 | POMS_VPRO_105396 | http://download.omroep.nl/vpro/35713078.mp3
 39588956                                          |       16875891 | POMS_VPRO_056420 | http://download.omroep.nl/vpro/39588956.mp3
 41170252                                          |       16872054 | POMS_VPRO_055985 | http://download.omroep.nl/vpro/41170252.mp3
 35994464                                          |       16872663 | POMS_VPRO_056047 | http://download.omroep.nl/vpro/35994464.mp3
 35388008                                          |       19373866 | POMS_VPRO_104734 | http://download.omroep.nl/vpro/35388008.mp3
 41138743                                          |        7033969 | POMS_VPRO_214559 | http://download.omroep.nl/vpro/41138743.mp3
 41138743                                          |       16874953 | POMS_VPRO_056303 | http://download.omroep.nl/vpro/41138743.mp3
 42202194                                          |        7140025 | POMS_VPRO_209406 | http://download.omroep.nl/vpro/42202194.mp3
 42202194                                          |       16873360 | POMS_VPRO_056107 | http://download.omroep.nl/vpro/42202194.mp3
 42199348                                          |       16873640 | POMS_VPRO_056129 | http://download.omroep.nl/vpro/42199348.mp3
 42173256                                          |        7085588 | POMS_VPRO_199948 | http://download.omroep.nl/vpro/42173256.mp3
 42173256                                          |       16874520 | POMS_VPRO_056242 | http://download.omroep.nl/vpro/42173256.mp3
 36626957                                          |       19764195 | POMS_VPRO_106246 | http://download.omroep.nl/vpro/36626957.mp3
 36718762                                          |       19876309 | POMS_VPRO_107592 | http://download.omroep.nl/vpro/36718762.mp3
 42196108                                          |        7144263 | POMS_VPRO_212123 | http://download.omroep.nl/vpro/42196108.mp3
 42196108                                          |       16873935 | POMS_VPRO_056159 | http://download.omroep.nl/vpro/42196108.mp3
 37081387                                          |        7115330 | POMS_VPRO_212185 | http://download.omroep.nl/vpro/37081387.mp3
 37081387                                          |       16876312 | POMS_VPRO_056470 | http://download.omroep.nl/vpro/37081387.mp3
 36346037                                          |       19750633 | POMS_VPRO_106131 | http://download.omroep.nl/vpro/36346037.mp3
 39588428                                          |       16876100 | POMS_VPRO_056445 | http://download.omroep.nl/vpro/39588428.mp3
 39588419                                          |       16876107 | POMS_VPRO_056446 | http://download.omroep.nl/vpro/39588419.mp3
 42198747                                          |       16873844 | POMS_VPRO_056146 | http://download.omroep.nl/vpro/42198747.mp3
 42205179                                          |       16873249 | POMS_VPRO_056092 | http://download.omroep.nl/vpro/42205179.mp3
 36351689                                          |       19794861 | POMS_VPRO_106566 | http://download.omroep.nl/vpro/36351689.mp3
 42181671                                          |       16874147 | POMS_VPRO_056189 | http://download.omroep.nl/vpro/42181671.mp3
 35818619                                          |       19743183 | POMS_VPRO_106077 | http://download.omroep.nl/vpro/35818619.mp3
 40879344                                          |       16875262 | POMS_VPRO_056347 | http://download.omroep.nl/vpro/40879344.mp3
 39847567                                          |       16872103 | POMS_VPRO_055992 | http://download.omroep.nl/vpro/39847567.mp3
 42193849                                          |       16874070 | POMS_VPRO_056178 | http://download.omroep.nl/vpro/42193849.mp3
 35703589                                          |       16872523 | POMS_VPRO_056038 | http://download.omroep.nl/vpro/35703589.mp3
 35721013                                          |       17611282 | POMS_VPRO_070901 | http://download.omroep.nl/vpro/35721013.mp3
 39588613                                          |       16876026 | POMS_VPRO_056437 | http://download.omroep.nl/vpro/39588613.mp3
 41173527                                          |       16872040 | POMS_VPRO_055983 | http://download.omroep.nl/vpro/41173527.mp3
 38988930                                          |        7115439 | POMS_VPRO_212206 | http://download.omroep.nl/vpro/38988930.mp3
 38988930                                          |       16876224 | POMS_VPRO_056460 | http://download.omroep.nl/vpro/38988930.mp3
 36351797                                          |       19875397 | POMS_VPRO_107518 | http://download.omroep.nl/vpro/36351797.mp3
 39868908                                          |       16872075 | POMS_VPRO_055988 | http://download.omroep.nl/vpro/39868908.mp3
 41204709                                          |       16871998 | POMS_VPRO_055977 | http://download.omroep.nl/vpro/41204709.mp3
 41127908                                          |        7109850 | POMS_VPRO_071492 | http://download.omroep.nl/vpro/41127908.mp3
 41127908                                          |       16875178 | POMS_VPRO_056335 | http://download.omroep.nl/vpro/41127908.mp3
 39588853                                          |       16875929 | POMS_VPRO_056425 | http://download.omroep.nl/vpro/39588853.mp3
 40875152                                          |       16875346 | POMS_VPRO_056359 | http://download.omroep.nl/vpro/40875152.mp3
 40875355                                          |       16875332 | POMS_VPRO_056357 | http://download.omroep.nl/vpro/40875355.mp3
 42172356                                          |       16874287 | POMS_VPRO_056209 | http://download.omroep.nl/vpro/42172356.mp3
 42180596                                          |       16874280 | POMS_VPRO_056208 | http://download.omroep.nl/vpro/42180596.mp3
 41136246                                          |       16875037 | POMS_VPRO_056315 | http://download.omroep.nl/vpro/41136246.mp3
 38988463                                          |       16876196 | POMS_VPRO_056457 | http://download.omroep.nl/vpro/38988463.mp3
 35387043                                          |       16946723 | POMS_VPRO_057329 | http://download.omroep.nl/vpro/35387043.mp3
 39215857                                          |       16873381 | POMS_VPRO_056110 | http://download.omroep.nl/vpro/39215857.mp3
 42180495                                          |       16874315 | POMS_VPRO_056213 | http://download.omroep.nl/vpro/42180495.mp3
(664 rows)

